Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4,CollectionUtilsTest,getFromIterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testGet,"No parameters",1
org.apache.commons.collections4.queue,TransformedQueue,getQueue,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIterator,getIteratorIndex,"No parameters",2
org.apache.commons.collections4,PredicateUtilsTest,testOrPredicateEx,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testAddIgnoreNullNullColl,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testRetainAllNullBaseColl,"No parameters",1
org.apache.commons.collections4.collection,CompositeCollectionTest,setUpMutatorTest,"No parameters",2
org.apache.commons.collections4.iterators,Tree,getBranch,"int",1
org.apache.commons.collections4.list,FixedSizeListTest,initFixedSizeList,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListListIteratorByIndex,"No parameters",5
org.apache.commons.collections4.bloomfilter,Shape,fromNM,"int, int",1
org.apache.commons.collections4,SetUtilsTest,testUnmodifiableSetWrap,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testCursorNextIndexAddNext,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,makeRed,"Node<?,?>, DataElement",2
org.apache.commons.collections4.bloomfilter,Shape,fromNP,"int, double",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testSubListRemove,"No parameters",1
org.apache.commons.collections4,IteratorUtils,chainedIterator,"Iterator<? extends E>, Iterator<? extends E>",1
org.apache.commons.collections4.bag,TransformedBag,transformedBag,"Bag<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivityWithEmptyLastList,"No parameters",2
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,isAddSupported,"No parameters",1
org.apache.commons.collections4.iterators,CartesianProductIteratorTest,testExhaustivityWithEmptyList,"No parameters",2
org.apache.commons.collections4.bloomfilter,ShapeTest,testGetProbability,"No parameters",2
org.apache.commons.collections4,Trie,prefixMap,"K",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollection,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testUniqueListReInsert,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testValuesIteratorRemoveChangesMap,"No parameters",4
org.apache.commons.collections4.map,Builder,setSourceMap,"Map<? extends K,? extends V>",1
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyRemove,"No parameters",3
org.apache.commons.collections4,PredicateUtilsTest,testAndPredicate,"No parameters",1
org.apache.commons.collections4.bloomfilter,SimpleBloomFilterTest,testMergeShortBitMapExtractor,"No parameters",1
org.apache.commons.collections4.trie,PatriciaTrieTest,testPrefixMapSizes,"No parameters",1
org.apache.commons.collections4.iterators,PushbackIteratorTest,testNormalIteration,"No parameters",1
org.apache.commons.collections4.list,TransformedList,transformingList,"List<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4.multiset,AbstractMapMultiSet,doWriteObject,"ObjectOutputStream",2
org.apache.commons.collections4,PredicateUtilsTest,testNotPredicate,"No parameters",1
org.apache.commons.collections4.map,LRUMapTest,testSynchronizedRemoveFromEntrySet,"No parameters",9
org.apache.commons.collections4,MapUtilsTest,testInvertMap,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSelectWithOutputCollections,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMapTest,testPutAllWithIndexBug441,"No parameters",4
org.apache.commons.collections4.list,TransformedListTest,testTransformedList,"No parameters",3
org.apache.commons.collections4.map,LRUMapTest,run,"No parameters",4
org.apache.commons.collections4.map,LRUMapTest,testLRU,"No parameters",2
org.apache.commons.collections4.map,MultiKeyMap,isEqualKey,"AbstractHashedMap.HashEntry<MultiKey<? extends K>,V>, Object, Object, Object, Object, Object",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testSave,"No parameters",1
org.apache.commons.collections4.iterators,AbstractListIteratorTest,supportsSet,"No parameters",1
org.apache.commons.collections4.trie,PatriciaTrieTest,testPrefixMapSizes2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove3,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove5,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,removeByEntrySet,"BidiMap<?,?>, Object, Object",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove4,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,testRemoveKey,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,getFullNonNullStringElements,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove1,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,fromPMK,"double, int, int",1
org.apache.commons.collections4,FluentIterableTest,testAppendIterable,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIteratorTest,testSameAsDecorated,"No parameters",1
org.apache.commons.collections4.queue,AbstractQueueTest,testEmptyQueueCompatibility,"No parameters",2
org.apache.commons.collections4.list,AbstractListTest,testListListIterator,"No parameters",1
org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,getKey,"No parameters",1
org.apache.commons.collections4,IteratorUtils,filteredIterator,"Iterator<? extends E>, Predicate<? super E>",1
org.apache.commons.collections4.bloomfilter,DefaultBloomFilterTest,testIntersectionLimit,"No parameters",3
org.apache.commons.collections4,MapUtilsTest,testGetFloatValue,"No parameters",1
org.apache.commons.collections4,PredicateUtils,identityPredicate,"T",1
org.apache.commons.collections4.iterators,ObjectGraphIterator,findNextByIterator,"Iterator<? extends E>",6
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,isNullSupported,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,purgeBeforeWrite,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,mergeIncrementsAllCellsTest,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testEmptyIfNull,"No parameters",1
org.apache.commons.collections4.properties,OrderedPropertiesTest,testPutAll,"No parameters",3
org.apache.commons.collections4,MultiMapUtilsTest,testEmptyUnmodifiableMultiValuedMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testFromNP,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromTreeMap,"No parameters",1
org.apache.commons.collections4.list,AVLNode,getLeftSubTree,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,getNumberOfBits,"No parameters",1
org.apache.commons.collections4.set,TransformedNavigableSet,transformingNavigableSet,"NavigableSet<E>, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,PredicateUtils,invokerPredicate,"String, Class<?>[], Object[]",1
org.apache.commons.collections4.list,CursorableLinkedList,unregisterCursor,"Cursor<E>",4
org.apache.commons.collections4.bloomfilter,ShapeTest,testFromNM,"No parameters",1
org.apache.commons.collections4.map,LRUMap,moveToMRU,"LinkEntry<K,V>",4
org.apache.commons.collections4,OrderedMap,firstKey,"No parameters",1
org.apache.commons.collections4.map,Builder,strongKeys,"No parameters",1
org.apache.commons.collections4.trie,TrieEntry,isExternalNode,"No parameters",1
org.apache.commons.collections4.map,TestMapEntrySet,testMapEntrySetRemoveNonMapEntry,"No parameters",2
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListMultipleDuplicatesInDequeReverse,"No parameters",1
org.apache.commons.collections4.functors,ChainedTransformer,getTransformers,"No parameters",1
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,testLoadFile,"String",1
org.apache.commons.collections4.bidimap,TreeBidiMap,leastNode,"Node<K,V>, DataElement",3
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextPreviousRemoveByIterator,"No parameters",1
org.apache.commons.collections4.iterators,AbstractOrderedMapIteratorDecorator,getOrderedMapIterator,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,next,"No parameters",2
org.apache.commons.collections4.comparators,BooleanComparator,getTrueFirstComparator,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testPermutationsWithNullCollection,"No parameters",1
org.apache.commons.collections4.collection,CompositeCollectionTest,testAddNullLists2Args,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,nextIndex,"No parameters",1
org.apache.commons.collections4.list,PredicatedList,predicatedList,"List<T>, Predicate<? super T>",1
org.apache.commons.collections4.bidimap,Node,setRed,"DataElement",1
org.apache.commons.collections4.bloomfilter,AbstractIndexExtractorTest,testBehaviourAsIndexArray,"No parameters",3
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,makeValue,"int, int",1
org.apache.commons.collections4,FluentIterableTest,testLimit,"No parameters",1
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testOrCardinality,"No parameters",1
org.apache.commons.collections4.properties,SortedPropertiesFactory,createProperties,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSetEmptyDeque,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testSizeNull,"No parameters",1
org.apache.commons.collections4.map,PassiveExpiringMap,now,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testNodeListIterator,"No parameters",2
org.apache.commons.collections4.map,AbstractMapTest,getOtherNonNullStringElements,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testCursorNextIndexMid,"No parameters",1
org.apache.commons.collections4.map,AbstractReferenceMap,getEntry,"Object",2
org.apache.commons.collections4.list,AbstractLinkedList,createHeaderNode,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testGetIndex,"No parameters",3
org.apache.commons.collections4.queue,AbstractQueueTest,testFullQueueCompatibility,"No parameters",2
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testNeverAdvance,"No parameters",2
org.apache.commons.collections4.properties,EmptyPropertiesTest,testLoadFromXML,"No parameters",1
org.apache.commons.collections4.bloomfilter,BloomFilterExtractor,fromBloomFilterArray,"BloomFilter",3
org.apache.commons.collections4,AbstractObjectTest,supportsEmptyCollections,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testConstructorException3,"No parameters",1
org.apache.commons.collections4,IteratorUtils,boundedIterator,"Iterator<? extends E>, long, long",1
org.apache.commons.collections4,IteratorUtilsTest,testSingletonIterator,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIteratorTest,testGetSetComparator,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove7,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testConstructorException1,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicatSetAllSameInDeque,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove6,"No parameters",1
org.apache.commons.collections4.queue,CircularFifoQueueTest,testConstructorException2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove9,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testSwitchTransformer,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testRemove8,"No parameters",1
org.apache.commons.collections4.map,SingletonMapTest,testKeyValue,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testInstantiateFactoryComplex,"No parameters",1
org.apache.commons.collections4,ClosureUtils,nopClosure,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiHeadMapContains,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateSetInSet,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,estimateN,"int",1
org.apache.commons.collections4,CollectionUtilsTest,testTransform1,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testTransform2,"No parameters",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagRemove,"No parameters",2
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,testConstructorPlusAdd,"No parameters",2
org.apache.commons.collections4.bag,TreeBagTest,testCollections555,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,putIfAbsent,"Object, Object",1
org.apache.commons.collections4.iterators,FilterListIteratorTest,testWalkLists,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testPredicateTransformer,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testEqualsAndHashCode,"int, int",1
org.apache.commons.collections4.list,LazyList,lazyList,"List<E>, Transformer<Integer,? extends E>",1
org.apache.commons.collections4.list,Cursor,nodeRemoved,"Node<E>",4
org.apache.commons.collections4.iterators,UnmodifiableIteratorTest,testDecorateFactory,"No parameters",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,testBidiMapIteratorSet,"No parameters",2
org.apache.commons.collections4.map,TransformedMap,transformMap,"Map<? extends K,? extends V>",3
org.apache.commons.collections4.comparators,BooleanComparator,getFalseFirstComparator,"No parameters",1
org.apache.commons.collections4.bloomfilter,Shape,checkCalculatedProbability,"double",2
org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,bitIndex,"String, int, int, String, int, int",8
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testNoCleanup,"No parameters",2
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionSize,"No parameters",1
org.apache.commons.collections4.multiset,TestMultiSetUniqueSet,isTestSerialization,"No parameters",1
org.apache.commons.collections4.list,FixedSizeListTest,testListAllowsMutationOfUnderlyingCollection,"No parameters",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testListToPrintStream,"No parameters",1
org.apache.commons.collections4.map,TransformedSortedMap,transformedSortedMap,"SortedMap<K,V>, Transformer<? super K,? extends K>, Transformer<? super V,? extends V>",2
org.apache.commons.collections4,MultiMapUtilsTest,testGetValuesAsList,"No parameters",2
